"","predictors","vif_value"
"182","X2014_EBITIE_nm10_",4.05569106994564e-06
"183","X2014_lg_nm10_",3.59410781001669e-06
"184","X2014_ROE_nm10_",3.59381982629222e-06
"185","X2014_DEB_nm10_",2.54874000060053e-06
"186","X2014_ROI_nm10_",2.4055113173151e-06
"187","X2014_NT_nm10_",2.30913969883697e-06
"188","X2014_TL_nm10_",2.21040648826647e-06
"189","X2014_STA_nm10_",2.13267356703165e-06
"190","X2014_STDE_nm10_",1.99590974196879e-06
"191","X2014_GL_nm10_",1.92719711767932e-06
"192","X2014_EBITTA_nm10_",1.75830956887253e-06
"193","X2014_TC_nm10_",1.4213224751607e-06
"194","X2014_F07001_nm10_",1.11509391002309e-06
"195","X2014_AL_nm10_",1.1022037774977e-06
"196","X2014_F10500_nm10_",1.05144281400483e-06
"197","X2014_F05510_nm10_",9.91757430514013e-07
"198","X2014_ARL_nm10_",9.17431237388729e-07
"199","X2014_RETA_nm10_",8.14325915713107e-07
"200","X2014_TR_nm10_",7.46628993525498e-07
"201","X2014_TA_nm10_",7.10921647342138e-07
"202","X2014_F10200_nm10_",5.23594515616307e-07
"203","X2014_CNS_nm10_",4.11600894384084e-07
"204","X2014_EBIT_nm10_",2.13838202414801e-07
"205","X2014_ER_nm10_",1.26837562470325e-07
"206","X2014_COGSSALES_nm10_",1.10253361620763e-07
"207","X2014_CTA_nm10_",5.21755662747306e-08
"208","X2014_V16140_nm10_",5.0082081343091e-08
"209","X2014_LD.LDE_nm10_",2.69907869985638e-08
"210","X2014_EC_nm10_",1.27197553351476e-08
